year_month,monthly_total_precip_in
2012-01,
2012-02,
2012-03,
2012-04,5.93
2012-05,22.700000000000006
2012-06,11.559999999999997
2012-07,9.46
2012-08,6.510000000000001
2012-09,11.439999999999996
2012-10,8.79
2012-11,13.909999999999998
2012-12,12.590000000000003
2013-01,
2013-02,
2013-03,
2013-04,
2013-05,
2013-06,11.42
2013-07,13.179999999999998
2013-08,16.18
2013-09,10.11
2013-10,14.159999999999998
2013-11,9.83
2013-12,7.51
2014-01,12.780000000000001
2014-02,8.36
2014-03,8.05
2014-04,18.77
2014-05,9.14
2014-06,8.649999999999999
2014-07,19.65
2014-08,11.540000000000001
2014-09,5.18
2014-10,6.91
2014-11,15.82
2014-12,17.599999999999998
2015-01,16.490000000000002
2015-02,6.779999999999999
2015-03,8.29
2015-04,10.740000000000002
2015-05,17.959999999999994
2015-06,19.400000000000002
2015-07,18.130000000000003
2015-08,13.799999999999999
2015-09,3.48
2015-10,24.529999999999998
2015-11,20.620000000000005
2015-12,15.380000000000003
2016-01,4.880000000000001
2016-02,6.08
2016-03,15.410000000000002
2016-04,35.17
2016-05,
2016-06,4.95
2016-07,5.5299999999999985
2016-08,13.42
2016-09,9.440000000000001
2016-10,5.719999999999999
2016-11,
2016-12,
2017-01,
2017-02,
2017-03,6.7
2017-04,6.529999999999999
2017-05,26.809999999999995
2017-06,14.790000000000001
2017-07,11.36
2017-08,11.379999999999999
2017-09,8.059999999999999
2017-10,18.09
2017-11,12.0
2017-12,8.26
2018-01,13.77
2018-02,23.400000000000002
2018-03,8.28
2018-04,15.730000000000002
2018-05,12.600000000000001
2018-06,5.76
2018-07,11.739999999999998
2018-08,7.82
2018-09,8.209999999999999
2018-10,13.28
2018-11,13.65
2018-12,17.92
2019-01,6.859999999999999
2019-02,12.92
2019-03,9.370000000000001
2019-04,10.78
2019-05,16.890000000000004
2019-06,6.22
2019-07,11.700000000000001
2019-08,6.960000000000001
2019-09,5.010000000000001
2019-10,9.84
2019-11,7.67
2019-12,14.739999999999998
2020-01,11.99
2020-02,16.949999999999996
2020-03,3.9900000000000007
2020-04,16.209999999999997
2020-05,5.970000000000001
2020-06,23.480000000000004
2020-07,18.7
2020-08,14.039999999999997
2020-09,16.17
2020-10,
2020-11,12.64
2020-12,12.77
2021-01,12.469999999999999
2021-02,16.51
2021-03,9.809999999999999
2021-04,7.15
2021-05,7.92
2021-06,12.83
2021-07,11.36
2021-08,16.3
2021-09,5.12
2021-10,5.67
2021-11,11.290000000000001
2021-12,5.739999999999998
2022-01,13.889999999999997
2022-02,17.25
2022-03,5.409999999999999
2022-04,4.749999999999999
2022-05,11.99
2022-06,7.71
2022-07,10.29
2022-08,7.58
2022-09,3.9200000000000004
2022-10,10.969999999999999
2022-11,11.899999999999999
2022-12,11.94
2023-01,12.85
2023-02,7.619999999999999
2023-03,10.47
2023-04,13.98
2023-05,12.509999999999998
2023-06,9.4
2023-07,
2023-08,4.41
2023-09,
2023-10,
2023-11,
2023-12,
2024-01,
2024-02,
2024-03,
2024-04,
2024-05,
2024-06,
2024-07,
2024-08,
2024-09,
2024-10,
2024-11,
2024-12,
